,book.type,book.value,mainEntity.type,mainEntity.value,publ.type,publ.value,subject.type,subject.value,subject_label.type,subject_label.value
0,uri,http://data.bibliotheken.nl/id/nbt/p320489140,uri,https://data2.bibliotheken.nl/.well-known/genid/0af89a148d22b645fbbcca81fc450c2b,uri,https://data2.bibliotheken.nl/.well-known/genid/fa95e49dd05bb2c65e74efe7fbd35f27,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
1,uri,http://data.bibliotheken.nl/id/nbt/p322693160,uri,https://data2.bibliotheken.nl/.well-known/genid/71353f23385794f148a089c9593a3cfc,uri,https://data2.bibliotheken.nl/.well-known/genid/9937b6192af562c822ebc13de92ab36a,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
2,uri,http://data.bibliotheken.nl/id/nbt/p322693594,uri,https://data2.bibliotheken.nl/.well-known/genid/447803fed7763a173d5cfc5d394fc59c,uri,https://data2.bibliotheken.nl/.well-known/genid/8131afe3970e749297f1779cac3417e7,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
3,uri,http://data.bibliotheken.nl/id/nbt/p832661864,uri,https://data2.bibliotheken.nl/.well-known/genid/ee79b92c5a4dccc3d50ddeacfaae0ca9,uri,https://data2.bibliotheken.nl/.well-known/genid/87a8d40a1fcbbcc96efaa60902f05ef7,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
4,uri,http://data.bibliotheken.nl/id/nbt/p061230324,uri,https://data2.bibliotheken.nl/.well-known/genid/4c6807025e43249c6eb721efb5fcc1ab,uri,https://data2.bibliotheken.nl/.well-known/genid/ffbd1a1991334e9632236d3c89784530,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
5,uri,http://data.bibliotheken.nl/id/nbt/p061239267,uri,https://data2.bibliotheken.nl/.well-known/genid/f0affbec1d55be6a8f14ef8123d9f6de,uri,https://data2.bibliotheken.nl/.well-known/genid/6f64d27184a639624347477f1e26b904,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
6,uri,http://data.bibliotheken.nl/id/nbt/p061451606,uri,https://data2.bibliotheken.nl/.well-known/genid/4ae8ec373e9bc49f1af9aef1ef2ba0b2,uri,https://data2.bibliotheken.nl/.well-known/genid/c8dc6be4d0b48e84ffe82c9c8c695761,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
7,uri,http://data.bibliotheken.nl/id/nbt/p241436877,uri,https://data2.bibliotheken.nl/.well-known/genid/6c4eb63b337994d0029d1d85236c0604,uri,https://data2.bibliotheken.nl/.well-known/genid/bf8b098987992306ea933cfa124f0da9,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
8,uri,http://data.bibliotheken.nl/id/nbt/p337161917,uri,https://data2.bibliotheken.nl/.well-known/genid/30617a270a60c7c971b61d730610e7b3,uri,https://data2.bibliotheken.nl/.well-known/genid/43ecd785a25747673f9acda18f89a713,uri,http://data.bibliotheken.nl/id/thes/p155444549,literal,Italian language and literature
9,uri,http://data.bibliotheken.nl/id/nbt/p337162077,uri,https://data2.bibliotheken.nl/.well-known/genid/8098bafe3e2d6c6b13440c498141284b,uri,https://data2.bibliotheken.nl/.well-known/genid/caa0ac543d62d0b81dd803b39996c143,uri,http://data.bibliotheken.nl/id/thes/p155444689,literal,Spanish language and literature
10,uri,http://data.bibliotheken.nl/id/nbt/p428347002,uri,https://data2.bibliotheken.nl/.well-known/genid/965348732b642d6530d068dd77356a7b,uri,https://data2.bibliotheken.nl/.well-known/genid/780d4034fe4e8ed586daa287a745a3a7,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
11,uri,http://data.bibliotheken.nl/id/nbt/p832607398,uri,https://data2.bibliotheken.nl/.well-known/genid/8382a02a027da515090355172ae240b4,uri,https://data2.bibliotheken.nl/.well-known/genid/c626dcc3ea610fe0bf7896d2c7294945,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
12,uri,http://data.bibliotheken.nl/id/nbt/p832607436,uri,https://data2.bibliotheken.nl/.well-known/genid/9e72e60f6e66904103e2e8668acd6b6e,uri,https://data2.bibliotheken.nl/.well-known/genid/e58891f411369fa41d32635af41ab8bf,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
13,uri,http://data.bibliotheken.nl/id/nbt/p832705098,uri,https://data2.bibliotheken.nl/.well-known/genid/cbd8087c807689741cd094d77de8d381,uri,https://data2.bibliotheken.nl/.well-known/genid/e558383be34dff8dc65f1136e6b7deb1,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
14,uri,http://data.bibliotheken.nl/id/nbt/p832724653,uri,https://data2.bibliotheken.nl/.well-known/genid/8121d9eb8debfe1f7e686b8dfbf20fe8,uri,https://data2.bibliotheken.nl/.well-known/genid/7e8a23e6147c796befe1e45db6d6fd38,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
15,uri,http://data.bibliotheken.nl/id/nbt/p832738611,uri,https://data2.bibliotheken.nl/.well-known/genid/e40fdcd57db268993cd2866a80f4eddd,uri,https://data2.bibliotheken.nl/.well-known/genid/8e9bde0a399fe8a85ff824f3037e9417,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
16,uri,http://data.bibliotheken.nl/id/nbt/p832765309,uri,https://data2.bibliotheken.nl/.well-known/genid/bd88e2bef5f9e89e99eeafca9163b560,uri,https://data2.bibliotheken.nl/.well-known/genid/07aa62ea147fdb47bb6663da90aed8b0,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
17,uri,http://data.bibliotheken.nl/id/nbt/p83294324X,uri,https://data2.bibliotheken.nl/.well-known/genid/08675eb4cd9cc9036feccb789b242ed8,uri,https://data2.bibliotheken.nl/.well-known/genid/920a65656e66cf2bb77948f137c27bf1,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
18,uri,http://data.bibliotheken.nl/id/nbt/p833302949,uri,https://data2.bibliotheken.nl/.well-known/genid/3ea7fce007d0ff7b9500838b4e55246b,uri,https://data2.bibliotheken.nl/.well-known/genid/5196e91ea34ad010ae58dae9e4f76ed9,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
19,uri,http://data.bibliotheken.nl/id/nbt/p833520407,uri,https://data2.bibliotheken.nl/.well-known/genid/4a8a2ccbb74d876569f17fbc32ba8c33,uri,https://data2.bibliotheken.nl/.well-known/genid/e305beb546155e1cf86e7be4ff8d8b78,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
20,uri,http://data.bibliotheken.nl/id/nbt/p833597299,uri,https://data2.bibliotheken.nl/.well-known/genid/f05b8d2511b28704d2dcf45a4dca922a,uri,https://data2.bibliotheken.nl/.well-known/genid/210f3cf6da6f598ae64ca3ee19e441d4,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
21,uri,http://data.bibliotheken.nl/id/nbt/p833597396,uri,https://data2.bibliotheken.nl/.well-known/genid/cafd8468a16d96ef43416cb64daf5a7a,uri,https://data2.bibliotheken.nl/.well-known/genid/c4bb82586437791409ac37460769a557,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
22,uri,http://data.bibliotheken.nl/id/nbt/p83370219X,uri,https://data2.bibliotheken.nl/.well-known/genid/e4c89795afa59fe0a741981aa6464986,uri,https://data2.bibliotheken.nl/.well-known/genid/df27db37f096d860274eb92e788561a3,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
23,uri,http://data.bibliotheken.nl/id/nbt/p840010095,uri,https://data2.bibliotheken.nl/.well-known/genid/77d30476901fe66cb773247ac70aa655,uri,https://data2.bibliotheken.nl/.well-known/genid/48406c43ed16eebfae280323efc94735,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
24,uri,http://data.bibliotheken.nl/id/nbt/p060007303,uri,https://data2.bibliotheken.nl/.well-known/genid/9b36fc196aa36630a3f77f3693df5620,uri,https://data2.bibliotheken.nl/.well-known/genid/e6b361d509bfb3e14e650383e08b7ebf,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
25,uri,http://data.bibliotheken.nl/id/nbt/p061263559,uri,https://data2.bibliotheken.nl/.well-known/genid/9eb05db7644754e0602228cef873b0db,uri,https://data2.bibliotheken.nl/.well-known/genid/6e7d24eb522986ea2f1b508e8a841722,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
26,uri,http://data.bibliotheken.nl/id/nbt/p061305049,uri,https://data2.bibliotheken.nl/.well-known/genid/348cf7ca56b0bf70216d1e42c78a5466,uri,https://data2.bibliotheken.nl/.well-known/genid/60ef99163e94ff9ce8fb627208d82cff,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
27,uri,http://data.bibliotheken.nl/id/nbt/p065308417,uri,https://data2.bibliotheken.nl/.well-known/genid/f4dbe612eb76130ef94b8f15d05eeae1,uri,https://data2.bibliotheken.nl/.well-known/genid/b6d78a8fa10cf63d5b8d0ed25830a190,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
28,uri,http://data.bibliotheken.nl/id/nbt/p833600664,uri,https://data2.bibliotheken.nl/.well-known/genid/46f09598a14ef2f7b8e723c4d5c65c88,uri,https://data2.bibliotheken.nl/.well-known/genid/5611f90a5b96cdf9705169f8d308cbe0,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
29,uri,http://data.bibliotheken.nl/id/nbt/p089165829,uri,https://data2.bibliotheken.nl/.well-known/genid/60116d11fd75c5693e7efaf0992955b0,uri,https://data2.bibliotheken.nl/.well-known/genid/8c8ef06ee5ea1ff274129298e7b8ea7f,uri,http://data.bibliotheken.nl/id/thes/p155444735,literal,General works
30,uri,http://data.bibliotheken.nl/id/nbt/p863669980,uri,https://data2.bibliotheken.nl/.well-known/genid/6973d589cbe8a0bcad06e14cb7dda43a,uri,https://data2.bibliotheken.nl/.well-known/genid/6b22090e8f93db463d9a95a1e99e4d44,uri,http://data.bibliotheken.nl/id/thes/p155444794,literal,Science (general)
31,uri,http://data.bibliotheken.nl/id/nbt/p322693764,uri,https://data2.bibliotheken.nl/.well-known/genid/5cd766cf80eabae97c0098f94aedee0c,uri,https://data2.bibliotheken.nl/.well-known/genid/3289ed8c4f1739116de8394bc99d729e,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
32,uri,http://data.bibliotheken.nl/id/nbt/p83273814X,uri,https://data2.bibliotheken.nl/.well-known/genid/71b43f8bd6ee10af5328e3db16f195b1,uri,https://data2.bibliotheken.nl/.well-known/genid/fc094209d2bb3fa57c91a9ef91547932,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
33,uri,http://data.bibliotheken.nl/id/nbt/p832765171,uri,https://data2.bibliotheken.nl/.well-known/genid/8e2337d265ad93b80373c59550628ab2,uri,https://data2.bibliotheken.nl/.well-known/genid/d8e4d812d8eea8a21d6de049957586d9,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
34,uri,http://data.bibliotheken.nl/id/nbt/p83276678X,uri,https://data2.bibliotheken.nl/.well-known/genid/dec4353dea014c33e1fc31dc95344589,uri,https://data2.bibliotheken.nl/.well-known/genid/0947a1e9c0442c0f243dbf7dfb7a32e3,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
35,uri,http://data.bibliotheken.nl/id/nbt/p832767344,uri,https://data2.bibliotheken.nl/.well-known/genid/22a3823bcacaab92b9551f9296add300,uri,https://data2.bibliotheken.nl/.well-known/genid/8185ff3420295f3d6e99d0b48c90fc00,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
36,uri,http://data.bibliotheken.nl/id/nbt/p832847534,uri,https://data2.bibliotheken.nl/.well-known/genid/a7943047017eee6b173e5517e1ec6ca6,uri,https://data2.bibliotheken.nl/.well-known/genid/a94cadd9c6ce4f38b4fd88fcacc4c07a,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
37,uri,http://data.bibliotheken.nl/id/nbt/p832853682,uri,https://data2.bibliotheken.nl/.well-known/genid/fe967ac19ab0eaf8401a8aebfd0d02f2,uri,https://data2.bibliotheken.nl/.well-known/genid/37fe7eacbbe382dc55650be752097d36,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
38,uri,http://data.bibliotheken.nl/id/nbt/p832909955,uri,https://data2.bibliotheken.nl/.well-known/genid/8f54c2188b5c515cdf73cc1d18bce9ca,uri,https://data2.bibliotheken.nl/.well-known/genid/6f85143c73a1857e91e012177eb03b7a,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
39,uri,http://data.bibliotheken.nl/id/nbt/p832976687,uri,https://data2.bibliotheken.nl/.well-known/genid/b6eab2b02f0917e033e3aa4f5202c0d4,uri,https://data2.bibliotheken.nl/.well-known/genid/8dc461b1477cd875ffff8dbea358275a,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
40,uri,http://data.bibliotheken.nl/id/nbt/p833015931,uri,https://data2.bibliotheken.nl/.well-known/genid/2884daf0ded30affe89668d246261663,uri,https://data2.bibliotheken.nl/.well-known/genid/d8cc59e658aade28796a1bece9ed9a2d,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
41,uri,http://data.bibliotheken.nl/id/nbt/p833430750,uri,https://data2.bibliotheken.nl/.well-known/genid/b048bb31bb9a13b29dd1d0462f7e110d,uri,https://data2.bibliotheken.nl/.well-known/genid/c915dd64f440daef3213590332b06352,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
42,uri,http://data.bibliotheken.nl/id/nbt/p061216267,uri,https://data2.bibliotheken.nl/.well-known/genid/01679fef9104e80b849c905062629a16,uri,https://data2.bibliotheken.nl/.well-known/genid/e33ae49083c82fecc97068795e429e88,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
43,uri,http://data.bibliotheken.nl/id/nbt/p061217328,uri,https://data2.bibliotheken.nl/.well-known/genid/e998b1ebbe03f8f01731ca506f2e4e52,uri,https://data2.bibliotheken.nl/.well-known/genid/07185e03218a231f98b979ab9b2c48da,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
44,uri,http://data.bibliotheken.nl/id/nbt/p061228117,uri,https://data2.bibliotheken.nl/.well-known/genid/a40dcc7257adb2a958edd5eadc8ed241,uri,https://data2.bibliotheken.nl/.well-known/genid/9b10e1aa4f6add7514945c8ea2fd4d72,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
45,uri,http://data.bibliotheken.nl/id/nbt/p061228230,uri,https://data2.bibliotheken.nl/.well-known/genid/dadc9e775ac44b9f1ab5d3a7bdcece41,uri,https://data2.bibliotheken.nl/.well-known/genid/af336b48a71f0fb8bdfb490ec3794bdd,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
46,uri,http://data.bibliotheken.nl/id/nbt/p413730123,uri,https://data2.bibliotheken.nl/.well-known/genid/775a108d2bb71178af4ebfa4fecb8f5a,uri,https://data2.bibliotheken.nl/.well-known/genid/f269a63cabb5dca1b5872da159916004,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
47,uri,http://data.bibliotheken.nl/id/nbt/p089240049,uri,https://data2.bibliotheken.nl/.well-known/genid/b06dfd0dc249e185d7a7a1e74be9732c,uri,https://data2.bibliotheken.nl/.well-known/genid/c92f10efb4df8efe0087ec2e877400e8,uri,http://data.bibliotheken.nl/id/thes/p155444832,literal,Greek language and literature
48,uri,http://data.bibliotheken.nl/id/nbt/p424077620,uri,https://data2.bibliotheken.nl/.well-known/genid/1148e2964eb26c69fd0dd17c4291f3ee,uri,https://data2.bibliotheken.nl/.well-known/genid/2425753142e275f3c8e8dca2f9b15d84,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
49,uri,http://data.bibliotheken.nl/id/nbt/p430848749,uri,https://data2.bibliotheken.nl/.well-known/genid/95dee2ba42d9df052334e67ea6d92c2b,uri,https://data2.bibliotheken.nl/.well-known/genid/28926f6abd6f6691b8cd74d0d0a01c36,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
50,uri,http://data.bibliotheken.nl/id/nbt/p832943347,uri,https://data2.bibliotheken.nl/.well-known/genid/20529b5846fcec9b4b6c7166ad51b94d,uri,https://data2.bibliotheken.nl/.well-known/genid/8b7fd8c6371dfb8277a96e20759e20a8,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
51,uri,http://data.bibliotheken.nl/id/nbt/p108214648,uri,https://data2.bibliotheken.nl/.well-known/genid/2b1f89384b3908332c5350c13e782511,uri,https://data2.bibliotheken.nl/.well-known/genid/7b758a1f7daa2b1e0a1a3b5f01e6e6f5,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
52,uri,http://data.bibliotheken.nl/id/nbt/p108214974,uri,https://data2.bibliotheken.nl/.well-known/genid/55488981cff435949bcddfca0a23f684,uri,https://data2.bibliotheken.nl/.well-known/genid/ac331d3ac9af3860624b5577bd104291,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
53,uri,http://data.bibliotheken.nl/id/nbt/p162999917,uri,https://data2.bibliotheken.nl/.well-known/genid/9c98c14aed482edca2420d7dcdd39e82,uri,https://data2.bibliotheken.nl/.well-known/genid/eac6d5c13cf663a5388de4ab59dcf39b,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
54,uri,http://data.bibliotheken.nl/id/nbt/p226359514,uri,https://data2.bibliotheken.nl/.well-known/genid/0e0d329c0c28fc7ed44bfedc8b3bbbbe,uri,https://data2.bibliotheken.nl/.well-known/genid/31bdf044a6614c3f0da8a86f115b30a2,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
55,uri,http://data.bibliotheken.nl/id/nbt/p235702765,uri,https://data2.bibliotheken.nl/.well-known/genid/d2960678faf427743e73ff462fc7028e,uri,https://data2.bibliotheken.nl/.well-known/genid/b4d97d77472638742f2c353035f11d97,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
56,uri,http://data.bibliotheken.nl/id/nbt/p396132391,uri,https://data2.bibliotheken.nl/.well-known/genid/524239f7f4d4b314b31d656aeade20b1,uri,https://data2.bibliotheken.nl/.well-known/genid/3a32faec67160eab8681cfd66ae9e281,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
57,uri,http://data.bibliotheken.nl/id/nbt/p396132901,uri,https://data2.bibliotheken.nl/.well-known/genid/0d53b5f253ff1f09be241a818b49b343,uri,https://data2.bibliotheken.nl/.well-known/genid/fa65d807179b00d80b8d6770fe77f8ab,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
58,uri,http://data.bibliotheken.nl/id/nbt/p396132987,uri,https://data2.bibliotheken.nl/.well-known/genid/039cb69ca6dca6587381c1a8776784b8,uri,https://data2.bibliotheken.nl/.well-known/genid/b8049a1fd8c74739de41b67e8fd329f5,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
59,uri,http://data.bibliotheken.nl/id/nbt/p396133045,uri,https://data2.bibliotheken.nl/.well-known/genid/4219f488643127fccc13908990fd6d41,uri,https://data2.bibliotheken.nl/.well-known/genid/3dee62851c59ba10bd4f2728142a3951,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
60,uri,http://data.bibliotheken.nl/id/nbt/p396133290,uri,https://data2.bibliotheken.nl/.well-known/genid/aee27d844cd18c2359fdcbeaa19751e4,uri,https://data2.bibliotheken.nl/.well-known/genid/4fffed6cbc378029f449c84795eaa3aa,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
61,uri,http://data.bibliotheken.nl/id/nbt/p419549692,uri,https://data2.bibliotheken.nl/.well-known/genid/fd0929a0b484a8a09467f4ecd09f73f4,uri,https://data2.bibliotheken.nl/.well-known/genid/6c4f5cb32ce1e1256a529981c4b162ce,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
62,uri,http://data.bibliotheken.nl/id/nbt/p419588124,uri,https://data2.bibliotheken.nl/.well-known/genid/2ed02f8a65dd46f7808d87782b51e197,uri,https://data2.bibliotheken.nl/.well-known/genid/751736fb4f7ebe32842681b8b80603aa,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
63,uri,http://data.bibliotheken.nl/id/nbt/p880020202,uri,https://data2.bibliotheken.nl/.well-known/genid/04f70ee5e9a43411b8d2e5ad12770291,uri,https://data2.bibliotheken.nl/.well-known/genid/5df51ddd656d619c95fa22825229072d,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
64,uri,http://data.bibliotheken.nl/id/nbt/p880020326,uri,https://data2.bibliotheken.nl/.well-known/genid/166930e9c2f0a6475b87dc4ada077589,uri,https://data2.bibliotheken.nl/.well-known/genid/c02c5adf6d9bcbca72092c82f3cab1b7,uri,http://data.bibliotheken.nl/id/thes/p155444883,literal,Documentary information
65,uri,http://data.bibliotheken.nl/id/nbt/p423048309,uri,https://data2.bibliotheken.nl/.well-known/genid/ce0c11a1c74b9c4468f1190500a0bfc7,uri,https://data2.bibliotheken.nl/.well-known/genid/2543278a84c65c3a811f5e18e2934cfc,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
66,uri,http://data.bibliotheken.nl/id/nbt/p428347002,uri,https://data2.bibliotheken.nl/.well-known/genid/965348732b642d6530d068dd77356a7b,uri,https://data2.bibliotheken.nl/.well-known/genid/780d4034fe4e8ed586daa287a745a3a7,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
67,uri,http://data.bibliotheken.nl/id/nbt/p83241980X,uri,https://data2.bibliotheken.nl/.well-known/genid/05441302d0015c7244a868980859f886,uri,https://data2.bibliotheken.nl/.well-known/genid/6952230dad3f05334c018546da680dea,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
68,uri,http://data.bibliotheken.nl/id/nbt/p832663492,uri,https://data2.bibliotheken.nl/.well-known/genid/5430c539df62df43186cee589587b3ae,uri,https://data2.bibliotheken.nl/.well-known/genid/23919a5ec66eb2d6f9c25a8f8376640f,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
69,uri,http://data.bibliotheken.nl/id/nbt/p832705098,uri,https://data2.bibliotheken.nl/.well-known/genid/cbd8087c807689741cd094d77de8d381,uri,https://data2.bibliotheken.nl/.well-known/genid/e558383be34dff8dc65f1136e6b7deb1,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
70,uri,http://data.bibliotheken.nl/id/nbt/p832705632,uri,https://data2.bibliotheken.nl/.well-known/genid/28048cf767345340bfc43f6de8b64bac,uri,https://data2.bibliotheken.nl/.well-known/genid/26af2faf1afbaff74a0de939051b7f53,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
71,uri,http://data.bibliotheken.nl/id/nbt/p832705683,uri,https://data2.bibliotheken.nl/.well-known/genid/ddee1ee08223eabb8937e8709f1b355b,uri,https://data2.bibliotheken.nl/.well-known/genid/7e3c9837daf97ffa19a3acc454edc2dd,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
72,uri,http://data.bibliotheken.nl/id/nbt/p832724653,uri,https://data2.bibliotheken.nl/.well-known/genid/8121d9eb8debfe1f7e686b8dfbf20fe8,uri,https://data2.bibliotheken.nl/.well-known/genid/7e8a23e6147c796befe1e45db6d6fd38,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
73,uri,http://data.bibliotheken.nl/id/nbt/p832762849,uri,https://data2.bibliotheken.nl/.well-known/genid/04ccb39fd13b5adf8357eee02c35fa42,uri,https://data2.bibliotheken.nl/.well-known/genid/e4046f96fd83b84adcca9ee3f01659a5,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
74,uri,http://data.bibliotheken.nl/id/nbt/p832763241,uri,https://data2.bibliotheken.nl/.well-known/genid/4769277fb9af9649891893f233510ba7,uri,https://data2.bibliotheken.nl/.well-known/genid/c90336f7feadc4f3d7403ca1f7070863,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
75,uri,http://data.bibliotheken.nl/id/nbt/p832764663,uri,https://data2.bibliotheken.nl/.well-known/genid/c07111710a009949fe0fd04379ae00cf,uri,https://data2.bibliotheken.nl/.well-known/genid/cfc629cdfc044e1e6cce64951354150c,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
76,uri,http://data.bibliotheken.nl/id/nbt/p832766836,uri,https://data2.bibliotheken.nl/.well-known/genid/aeb93ed945577a81e647c7068ee047c0,uri,https://data2.bibliotheken.nl/.well-known/genid/0258587e0bcf84388ae0540f282e8bae,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
77,uri,http://data.bibliotheken.nl/id/nbt/p832767107,uri,https://data2.bibliotheken.nl/.well-known/genid/3b4897dd8cd7a4e4744c5039d799a399,uri,https://data2.bibliotheken.nl/.well-known/genid/ca2a34e916d9b7dfdec65a33f0cc5461,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
78,uri,http://data.bibliotheken.nl/id/nbt/p833009389,uri,https://data2.bibliotheken.nl/.well-known/genid/543e6dc87f165a5bcbb1a2730272a2b9,uri,https://data2.bibliotheken.nl/.well-known/genid/64288f32a508f255af23ee2fe1d111fc,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
79,uri,http://data.bibliotheken.nl/id/nbt/p83329735X,uri,https://data2.bibliotheken.nl/.well-known/genid/5547d76aeb540d67483f7c5cf76e7685,uri,https://data2.bibliotheken.nl/.well-known/genid/f692c3391ad920f22fbfeb2e90996e01,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
80,uri,http://data.bibliotheken.nl/id/nbt/p840330855,uri,https://data2.bibliotheken.nl/.well-known/genid/0900516148636880b767883b4408bb2b,uri,https://data2.bibliotheken.nl/.well-known/genid/bee429acad577493ae9d386c23e8800c,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
81,uri,http://data.bibliotheken.nl/id/nbt/p059931000,uri,https://data2.bibliotheken.nl/.well-known/genid/19bc057406e42875af927ece161d0ca1,uri,https://data2.bibliotheken.nl/.well-known/genid/7fed738099f0823d1c36d0a7841be0c8,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
82,uri,http://data.bibliotheken.nl/id/nbt/p061242241,uri,https://data2.bibliotheken.nl/.well-known/genid/29205bb661aadc472e0b79e4e44fb4c9,uri,https://data2.bibliotheken.nl/.well-known/genid/15e235ae85d29616bf865d380a4d13dc,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
83,uri,http://data.bibliotheken.nl/id/nbt/p061242578,uri,https://data2.bibliotheken.nl/.well-known/genid/8855db455ac785bbf60d1811db392918,uri,https://data2.bibliotheken.nl/.well-known/genid/a1c90dd2cd8c933f315e8928d4cb12cf,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
84,uri,http://data.bibliotheken.nl/id/nbt/p061253359,uri,https://data2.bibliotheken.nl/.well-known/genid/41ad7cb52987ad6b0f67e9b5fb5747a8,uri,https://data2.bibliotheken.nl/.well-known/genid/a82563d9157e5ef7021accbea10b94bc,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
85,uri,http://data.bibliotheken.nl/id/nbt/p061263648,uri,https://data2.bibliotheken.nl/.well-known/genid/b29bbe0acad1584594f76f1ab059a25f,uri,https://data2.bibliotheken.nl/.well-known/genid/50a9960fa38ac8c7f12f01bf59a6c45e,uri,http://data.bibliotheken.nl/id/thes/p155444905,literal,Philosophy
